AEILNRST;SITRALEN SNILEART TILRANES
AEKLLRRS;SKRALLER
EKLPRRSU;SKRUPLER
ABDKNRSÅ;SKRÅBAND
DEKLRSSU;SKULDRES
AADKLRSV;SKVALDRA
DGIKLNSY;SKYLDING
ABKRSTVY;SKYVBART
DEEKNSVY;SKYVENDE
AEGKLSVÅ;SKÅLGAVE
AEELPSST;SLAPSETE
GILNSTTU;SLITTUNG SLUTTING
IKLRSSTU;SLUKRIST SURSTILK
DEELSTTU;SLUTTEDE
ADILSTTU;SLUTTIDA TIDLAUST
AGILMNNS;SMALNING
ADEIMPSV;SMEDVIPA
DELMRRSU;SMULDRER
ABEIMNSÅ;SMÅBEINA
DEELMRSÅ;SMÅDELER
AEFLMNSÅ;SMÅFALNE
EEGIMRSÅ;SMÅGREIE
ADEKLMSÅ;SMÅKALDE
EKLMRSUÅ;SMÅLUKER
DEMORSTÅ;SMÅORDET
ALMNRSTÆ;SNARMÆLT
AEENNRSS;SNASNERE
EHNRSTUÅ;SNUTEHÅR
AKNNORSØ;SNØKORNA
AGINNRSØ;SNØRINGA
EFIORSST;SOFISTER SOFTISER
BELORRSU;SOLBRUER
DEILOSST;SOLIDEST STOLSIDE
AELLNOPS;SOLPANEL
EGLNNOSU;SOLUNGEN
EELNOSYØ;SOLØYENE
AAFGNORS;SONAGRAF
DEORSTYØ;SORTØYDE STORØYDE
AADEGPRS;SPAREDAG
EEKLPRSÅ;SPEKELÅR
KNOPRSUV;SPONKURV
EENOPSTT;SPOTTENE TOSPENTE
EELLPRST;SPRELLET
EGNPRRSU;SPRUNGER
AGILNPSY;SPYLINGA
AGIKNPSØ;SPØKINGA
AADMORST;STAMORDA
AIKNSSTV;STASKNIV
AAIMRSTV;STAVRIMA STIVARMA
DEILSTTV;STEDVILT
EEGGINST;STEINEGG
EILNSSTØ;STEINLØS
EGIJNSTV;STEVJING
AAILRSTT;STILARTA
AIKLSTYØ;STILKØYA
BELOPSTU;STOLPEBU
AIORSSTV;STORAVIS
EKORSTTY;STORKYTE YTTERSKO
ENORSTTÅ;STORTÅEN
DEHIRSTT;STRIDHET
EIKRSSTØ;STRISØKE STRØSKEI
KNORRSTØ;STRØKORN
AAGLRSTØ;STRØLAGA
EFLRSTUÅ;STRÅFLUE
AEGRSTTÅ;STRÅTEGA
ABKRSTTU;STUKBART
EEKKNSTU;STUKKENE
DEPRSTUØ;STUPRØDE
EEMPRSTY;STYMPERE
EIKLSTTØ;STØTKILE
AGINSTYØ;STØYINGA TØYSINGA
EEHIRSTÅ;STÅHEIER
AEGRRSUØ;SUGERØRA
DEGRSTUÅ;SUGETRÅD
ADLMNPSU;SUMPLAND
AEHNNSTU;SUNNHETA USANNHET
ADIRSSTU;SURDITAS
ELNRSTUU;SURLUTEN
EEKNSSTV;SVENSKET
EEIMRRSV;SVERMERI VERISMER
DGINRSVØ;SVINGDØR
ELRSSTUV;SVULSTER
DELOPRSY;SYDPOLER
BDEKORSY;SYKEBORD
EGKNOSVY;SYKEVOGN
BELMORSY;SYMBOLER
EGINNRSY;SYNINGER SYRINGEN
EHKLNOSY;SYNKEHOL
DENRSTYÅ;SYTRÅDEN
DEELSTVY;SYVDELTE
DELNSUVØ;SØLVDUEN
ELMRSUVØ;SØLVMURE
AEFGMSTØ;SØMFAGET
AELNPSUÅ;SÅLAUPEN
ADILMRSÅ;SÅRMIDLA
AEFINNTU;TAIFUNEN
AEKNOTTY;TAKYONET
AAEEGLTV;TALEGAVE
AAEGLRTT;TALGTREA TATERLAG
ADEKLLOT;TALLKODE
AAEEKRTT;TEAKTREA
DEGJLORT;TEGLJORD
EEGLNRTÆ;TEGNLÆRE
BEELNOTT;TELEBOTN
AELMNTTØ;TELTMØNA
AAEKMPRT;TEMAPARK
DEEEGNRT;TERGENDE TREGENDE
EEFLRTVØ;TEVLEFØR
AHIMORTU;THORIUMA
ADIPRSTT;TIDSPART
EEIJLNTV;TILJEVNE
AIJKLSTU;TILJUKSA
ADEGILLT;TILLAGDE
EIILNSTV;TILSVINE VINLISTE
AGILNTTV;TILTVANG
DEEGINNT;TINGENDE
AFGINSTT;TINGFAST
EIIKLRTU;TIURLEIK
EIJOPRST;TJORPEIS
ABEKKORT;TOBAKKER
EIKOSTTV;TOKTEVIS TOSKIVET
AKLNOTTV;TOLVKANT
AABDENOT;TONEBADA
AEFLLNOT;TONEFALL
AGGLORST;TORGSALG
AEEMPRTT;TRAMPETE
AGNNRSTY;TRANGSYN
EKKNORTV;TREKKOVN
EELNRRTÅ;TRENÅLER TRÅLEREN TRÅLERNE
EEENRSTØ;TREØSENE
DEEIKKRT;TRIKKEDE
IKNNRSTØ;TRINNØKS
DEELLORT;TROLLEDE
GILLNORT;TROLLING
ELORRTUV;TRULOVER
MNORRSTU;TRUSNORM
AGILNRTÆ;TRÆLINGA
DEENRTTØ;TRØTNEDE TØNDERET
ADIRSTVÅ;TRÅDSIVA
EFGLRTUØ;TURFØLGE
GINORRTU;TURROING
EEIRRTUV;TURVEIER VEIRUTER
AGIJNSTU;TUSJINGA
DEEHORTV;TVEHODER
AERRSTTV;TVERRTAS
AEGNTTUV;TVETUNGA
DEEIRTTV;TVITREDE
AEKLSTYÅ;TÅKELYSA
IKNPRSTÅ;TÅRNSKIP
AABKNRTU;UANBRAKT
AAEFKNTU;UANFEKTA
ABEESTTU;UBESATTE
ABEILTTU;UBETITLA
EEFRSTTU;UFRESTET UTFRESTE
DEEHILTU;UHILDETE
AEEKKLSU;UKELEKSA
EILNRTUÆ;ULINEÆRT
DELNPRUØ;UNDERLØP
AEGHNRRU;UNGHARER
EIKNNRUV;UNNVIKER URKVINNE
AAMNORTU;URANATOM
AELRRTTU;URETRALT
EFIKRRSU;URFISKER
EKLNRRUØ;URNØKLER
AEENRSUU;URSAUENE
EKNRSSUV;URSVENSK
AABEGRTU;UTAGBARE
ADGINTUØ;UTDØINGA
EGILLRTU;UTEGRILL
DEEINTTU;UTETIDEN
EEIMRTTU;UTETIMER
EEEILRTU;UTLEIERE
EELRTTUV;UTLEVERT
AEELMTTU;UTMALETE
EEKMRRTU;UTMERKER
AKNPSTUØ;UTPØNSKA
EIKLLSTU;UTSKILLE
EGLOSTTU;UTSOLGTE
EINNSTUV;UTVINNES VINSTUEN
EIKRTTUV;UTVIRKET
EGMOSTUV;UVEGSOMT
IKMORSUV;UVIRKSOM
DEEKOTUV;UVOKTEDE
DEENRUVØ;UVØRDENE
AADEIKSV;VAIDASKE
AEKMNNTV;VAKTMENN
AAENRRTV;VANARTER
ABEINNSV;VANNBEIS
AEKLNNUV;VANNLUKE VULKANEN
ADENPRVY;VANPRYDE
ANRSTTVØ;VANTRØST
AEENRTVÆ;VANÆRETE
AADEMRSV;VARSEMDA
AEKLTTUV;VATTKULE
ADEEGHNV;VEDHENGA
BEEGKNOV;VEGBOKEN
EEIKORRV;VEIKROER
EEHLSTUV;VELHUSET
ADEENTVÅ;VENDETÅA
ABDEIRVØ;VIEBRØDA
GIORSTVØ;VIGORØST
EILLORSV;VILLROSE
EEILMNPV;VIMPELEN VIMPLENE
DEEINNRV;VINDEREN VINDERNE
ADFILNOV;VINDFLOA
ADINORRV;VINDRORA
AEFINTTV;VINFATET
AEGLNNOV;VOLANGEN
DEEFLNOV;VOLFENDE
ADKNOPSV;VONDSKAP
DEENORRV;VORNEDER
EENORUVY;VOYEUREN
AAGKLRTV;VRAKLAGT
AGNRRTUV;VRANGTRU
AEKRSTVÆ;VÆRAKSET ÆRESVAKT
ADMRSTVØ;VØRDSAMT
ABEIRTVÅ;VÅRBEITA
AEELRSUÆ;ÆRELAUSE
EFGIKLSØ;ØGLEFISK
ABELRTTØ;ØLBRETTA
AENORRVØ;ØRNEROVA
AEKNSVYØ;ØYENSVAK
AEINTVYØ;ØYEVITNA
EEFKLRTÅ;ÅKERFELT
AEELRTTÅ;ÅRELATTE
AAEGNRTÅ;ÅRETANGA
EEGINRVÅ;ÅREVINGE
AABENRRT;ABERRANT
ABEGJNRU;ABJUNGER
ABEEEGNR;ABNEGERE
AADENORY;AERODYNA
AEIIKLNV;AKVILINE
ADELRRSÅ;ALDERSÅR
AEILLRUV;ALLUVIER LAUVLIER
ABEELPRY;ALPEBYER
AEEHILMV;ALVEHEIM AVHEIMLE
AKLOSTTV;ALVSKOTT
AABKLNOS;ANABOLSK
AABEFLNT;ANBEFALT
AADEENPT;ANDEPATE TAPENADE
AEEFNRRØ;ANFØRERE
AAEGINNR;ANGINAER
AAEGNORR;ANGORAER ARAGONER
AEGLNRUÆ;ANGULÆRE
AAEKNRRU;ANKERURA RAKAUREN
AGIKNNSU;ANSKUING KNUSINGA NUSKINGA SKAUNING
AIKNSTTY;ANTITYSK
AAEKKNRT;ANTREKKA KATANKER
AAEGNOPT;APATOGEN PATOGENA
AEFOPRSY;APOFYSER
AADEILPS;APSIDALE PALISADE PEISLADA
AAIKRRST;ARISTARK TSARRIKA
AAEKORTT;ARTOTEKA
AAEKPRTV;ARVEPAKT
AEEJNSTT;ASJETTEN
AABEKPRS;ASPEBARK
AAEINSST;ASTASIEN
AGLOORST;ASTROLOG
AMNOORST;ASTRONOM
AAEELSTT;ATALESTE
ACENORTU;AUCTOREN COURANTE
AABENOTU;AUTOBANE
AEKOORTU;AUTOKORE
AAEFLSTV;AVFLATES
AEHNORRV;AVHORNER
ADEEINNV;AVINDENE DIVANENE
AAIKNOSV;AVISKONA
AAGILNTV;AVLATING AVTALING VAGINALT VALTINGA
AEKLOSSV;AVLSOKSE
AEELTTUV;AVLUTETE
AELRTTVY;AVLYTTER
AAELNPTV;AVPANELT
AEGGIRSV;AVRIGGES
ADEENSSV;AVSENDES SVANSEDE VASSENDE
AGINSTVÅ;AVSTÅING
AEGNNSUV;AVSUNGEN AVSUNGNE
AEKRTTVØ;AVTØRKET
ABDEELTT;BADETELT BATTLEDE TEBLADET
ABDEHKOT;BAKHODET
ABEEIKKR;BAKKIERE EIKEBARK
AABDEKLT;BAKLADET
AABEKNTV;BAKNAVET
ABEKKNOS;BAKSKOEN BANKOKSE BOKASKEN
ABIKKRST;BAKTRISK
ABEEKLLN;BALLEKEN
AABDGNRS;BANDGRAS
ABEEKNNO;BANKOENE
ABEENNTU;BANTUENE BUTANENE UTEBANEN
ABEFIKRR;BARKFRIE
AABEGMRT;BARMAGET MATBAGER MATBERGA
ABEFORRT;BARREFOT BORTEFRA
ABGILNTT;BATTLING
AABEGNSU;BAUSAGEN
ABDEEGRR;BEDRAGER BEGARDER
ABDEEJNS;BEDSJAEN
ABEEFRTT;BEFATTER
AABEFKRT;BEFRAKTA
BEEEILNR;BEILEREN BEILERNE
BEFILNTØ;BEINLØFT
BEEKMRSY;BEKYMRES
ABEEMNNS;BEMANNES
BEEEKNRT;BENEKTER BETENKER
BEELNNOS;BENSOLEN
BEMNPSTU;BENSTUMP
BEEEIRST;BEREISTE BESEIRET BREIESTE
BEEGHLOR;BERGHOLE
ABEGGINR;BERGINGA
ABEGKLLR;BERGKALL
BEEGORRS;BERGROSE
ABEGGLRS;BERGSLAG
BEGILNSÅ;BESLÅING
ABEEMSTT;BESTEMAT
AABDENRV;BEVANDRA BRAVADEN REVBANDA
BEEOPRSV;BEVREOSP
BEIILNST;BILISTEN
BEEILLRT;BILLETER TREBILLE
ABEILMTT;BILMATTE
BDEILRTÅ;BILRÅDET
BEILNTVY;BILTYVEN
BDEEINNR;BINDEREN BINDERNE
ABDEIINR;BINDERIA
BEEILPSU;BISPELUE
ABDELPSV;BLADVEPS
ABDEELNN;BLANDENE
ABDIKLPS;BLIDSKAP
BEEILMNP;BLIMPENE
ABEKLTVY;BLYVEKTA
BEEIKLRÅ;BLÅEIKER
ABEKLMRÅ;BLÅKAMRE BLÅMERKA MÅLEBARK
BEEKLNTÅ;BLÅNEKTE
ABELNTVÅ;BLÅVENTA
BEEKNORÅ;BOKÅRENE
ABDGLORV;BORDGAVL
BEGINNOR;BORINGEN
BEEORSST;BORTSEES BOSSERTE SOBRESTE
BDLORSTØ;BORTØDSL
BENOORST;BOSTONER
ABEGLOTT;BOTLAGTE
ABGNNORT;BOTNGARN TOGBRANN
BENNORTU;BOTRUNEN BRUNTONE
ABGIKNNR;BRANKING
BDEFILMR;BREDFILM
BEIIKRST;BRITISKE
BDEENORR;BRODEREN BROENDER
BIKNORTT;BRONKITT
BDELRSUY;BRUDELYS
BDEEIRUV;BRUDEVIE
BEKNRSSU;BRUNSKES
ABDLRSUØ;BRØDLAUS
BDEENRUØ;BUDØRENE DØRBUENE
ABEEFGTU;BUEFAGET
ABEFMORU;BUEFORMA
BEEKRRSU;BUKSERER
ABEKLTTU;BUKTALTE
BEELRTTU;BULTRETE TURBELTE
BDEELMNU;BUMLENDE
BEIKNNRU;BUNNRIKE INNEBRUK KINNBUER
BEENSTTU;BUTTNESE
ABEFKSTY;BYFAKSET
BEEFRSTY;BYFESTER FESTBYER
BEFINSTY;BYFINEST
BDEEKNSY;BYKSENDE
ABEERTYØ;BØYETREA
BEENRSYØ;BØYSNERE
ABEFLRTÅ;BÅLFATER
BEKLNOSÅ;BÅLKOSEN
ABDEGRTÅ;BÅTDAGER DAGBÅTER
BDEINSTÅ;BÅTSIDEN
ABDEKSTÅ;BÅTSKADE
BEKRSTUÅ;BÅTSKRUE SKRUEBÅT
ADEEGLLS;DAGSELLE DELESALG LAGDELES LESEGLAD
ADEGGINT;DAGTINGE
ADEIMNNO;DAIMONEN DOMINAEN
ADEFLRRU;DALFURER
AADGIKLN;DALKINGA
ABDEMRTT;DAMBRETT
ADDEEKNS;DANSKEDE DASKENDE SKADENDE
AADEFILT;DATAFEIL
AADIKMRT;DATAKRIM
ADEFOSTT;DATOFEST
ADEGINNU;DAUINGEN
BDEEIRTT;DEBITERT
DDEEIRST;DEDISERT DESIDERT
ADEGIKKN;DEKKINGA
ADEGKKLS;DEKKSALG
DEEEKLNS;DEKSLENE ELSKENDE LEKSENDE LESKENDE
DEEGILNN;DELINGEN DINGLENE EDLINGEN ELDINGEN LEDINGEN LIGNENDE NIGLENDE
ADELPRVØ;DELPRØVA
ADEIIMRT;DIATERMI
ADGIINRT;DIGNITAR DRITINGA
DEIKRSSU;DISKUSER DRUSISKE SIDESKRU
AADIPRST;DISPARAT
DEEJRSTV;DJERVEST
DEKNOORT;DOKTOREN
DEKLOPSV;DOLKVEPS
DEEFLMOT;DOMFELTE
DEGJKORS;DORGSKJE
DEEINOSS;DOSISENE
ADGINOTT;DOTTINGA
ADDEEGNR;DRAGENDE DRAGNEDE GARDENDE GRADENDE
ADEGIPRR;DRAGREIP
ADGGINRS;DRAGSING GRINDSAG SAGGRIND
ADEJRRST;DRASJERT
DEEEGLNR;DREGELEN DREGLENE GELDEREN GELDERNE GELENDER GELENDRE GRELENDE LEDEGREN LEGENDER
DEOPRSTT;DREPSOTT
BDEEILRR;DRIBLERE
DEEFIRRT;DRIFTERE
DDEEILNR;DRILENDE LINDREDE
ADGINRRV;DRIVGARN
DEINOTTU;DUETTINO
DEEINNSU;DUSINENE
DEGINSVY;DYNGEVIS
ADEIKRRY;DYRERIKA
DEHLORTØ;DØRHOLET
DELRSTÅØ;DØRLÅSET TRÅDLØSE
DEEINRRØ;DØRNEIER
ADELPSTÅ;DÅPSTALE
EEGGORST;EGGSTORE
EEEGIORS;EGOISERE
EEIJKSTU;EIESJUKT
EEEGIKNS;EIKESENG
AEEIKKSU;EIKESKAU
AEKKOPRS;EKSOKARP SOKKEPAR
EIKNOSVÅ;EKSONIVÅ
AEKKRSTT;EKSTRAKT TRESTAKK
EEEGIKLR;ELEGIKER
EEIKLTTV;ELEKTIVT KVILTETE
DEEGHLOT;ELGHODET
AEEILLTV;ELITEAVL
AEEKLLSV;ELVELAKS LAKSEELV
AEELRVYØ;ELVEØYRA
EEEGMNRS;EMERGENS
ADDEEINT;ENDETIDA NEDETIDA
DEENNORU;ENDUROEN UORDENEN
EEGIKLLN;ENGLELIK
EEGNRTTY;ENGTYTER GRYNTETE
EEHNNORT;ENHORNET HENTONER THORNENE
EEMNOSST;ENSOMSTE
EEIKLPSY;EPISYKEL
EEKNOPSY;EPOKSYEN PSYKOENE
AEEEKPRS;ESKAPERE SPEAKERE
EEEINPRS;ESPRIENE PEISEREN PEISERNE
EEEIMNST;ESTIMENE TEISMENE
ADERSTTÅ;ETATSRÅD
AEEFGHRU;FAGERHUE
AEFGIJLN;FAGLINJE LINJEFAG
AEEFILLN;FAILLENE IFALLENE
AEFGIKNN;FAKINGEN
AEFIKKST;FAKTISKE
AEFIKLLS;FALLISKE FELLSKIA FILLESAK
AFGNNORS;FANGSNOR
ADEEFNNT;FANTENDE FATNENDE
AEFNSTTØ;FANTETØS
AAFIKORS;FARAOISK
AEEFIRRV;FARVEIER
ACEFINRS;FASCINER FRISCENA
AEFIMRSS;FASISMER FRAMSIES MISFARES
AAEFKSTU;FASTEUKA
AAFGINST;FASTINGA SAFTINGA TAFSINGA
AADFLNST;FASTLAND LANDFAST
ADEEFORR;FEDORAER
AEFGIINR;FEIRINGA REIFINGA
BDEFIMNS;FEMBINDS
AAEFKMNT;FEMKANTA
AADEFGLR;FERDALAG
EFKORSST;FERSKOST KORSFEST
AEEFSTTU;FESTETAU UTFASETE
EEFMNSTY;FESTMENY
AAEEFRTV;FETEVARA
AEEFGLTT;FETLAGTE
AEFORTTV;FETTORVA
AEFRSTTY;FETTSYRA
DEFHILOR;FILHODER
AFIKLMPR;FILMPARK
EEFGINNR;FINGEREN FINGRENE FINREGNE
AFIKNNOR;FINKORNA KANINFOR
EFIMNSTT;FINSTEMT
ADFINRTÅ;FINTRÅDA
AEFHIKSV;FISKEHAV HAVFISKE
EEFINSST;FISNESTE ISFESTEN NIFSESTE
EFINRSSU;FISSUREN SNUSFRIE
AEEFKKLR;FLAKKERE
AEFLNNRØ;FLANØREN
AEFLLRTU;FLATLUER
EFGILNNS;FLENSING
EFIKKLRS;FLESKRIK
EFKLOSTT;FLETTSKO
AAFIKLST;FLISTAKA
ADFKLMOS;FLOMSKAD
ADFILMOT;FLOMTIDA
EEFLNOTT;FLOTTENE TEFLONET
EEFKLTUV;FLUEVEKT
DEFLNRUY;FLYDUREN
DEEFLNTY;FLYTENDE
EFILMNTY;FLYTIMEN
AFGIKLNØ;FLØKINGA
EFNRRSTY;FNYSTRER
AEFGNNOT;FONTANGE
AEFGORSS;FORGASSE FORSAGES SORGFASE
EEFGNORR;FORGRENE FORREGNE
AEFGJORT;FORJAGET
EFILORSS;FORLISES FOSSILER
AEFIMORR;FORMERIA FORREIMA
DEFLMORU;FORMULDE
DEEFNORY;FORNYEDE FYORDENE
DEFGNORØ;FORNØGDE
AFGINORR;FORRINGA
AADFNORS;FORSANDA
DEFIORRS;FORSIDER
AFKNORSS;FORSKANS
FILORSTT;FORSLITT FORSTILT LOSFRITT SOLFRITT
EFORSTTU;FORSTUET
AFORSTVØ;FORSTØVA
EFNNORSU;FORUNNES
DEEFORTØ;FORØDETE
AEEFNOSS;FOSSAENE
BEEFNOTU;FOTBUENE
ADEFGHOR;FRAHOGDE
ADFHLORT;FRAHOLDT
AAFLMRST;FRAMLAST
AAEFNRRS;FRARANES RASFAREN SAFRANER
AFIRRSTV;FRAVRIST
EEFMRSTT;FREMSETT
EFMNORTT;FREMTONT
EEEFKNRS;FRESKENE
EFILPRTØ;FRILØPET
EFINRRSØ;FRISØREN
FKLRSTUØ;FRUKTLØS
DEEFKRTY;FRYKTEDE
FGIKNRTY;FRYKTING
AEFILNNU;FULANIEN
EEFHLNTU;FULHETEN
BEFGILNU;FUNGIBEL FUNGIBLE
EFGINOSY;FYSIOGEN
ADEFNTVØ;FØDEVATN
EEFGLORØ;FØRELOGE
AEFIRRTØ;FØRERITA TØRRFEIA
ABEEGINN;GANEBEIN
AAEGIKNP;GANEPIKA
AEGGKNRV;GANGVERK VEGGKRAN
AADGLRSU;GARDLAUS
AEGNNRTÅ;GARNÅTEN
AEFGLSST;GASSFELT
AAEGHORT;GATEHORA HOREGATA
AAEGLSTY;GATELYSA
AAEEGKSV;GAVEESKA
EEEGILST;GEILESTE
EEGIKKNT;GENETIKK GNIKKETE
EEGNSSTU;GESTUSEN GNUSSETE SUGNESTE
ADFGIPRT;GIFTDRAP
EEFGILPT;GIFTEPLE
EFGIKSTY;GIFTESYK GYTEFISK
DEGHILSU;GILDEHUS
DEGIJKNT;GJENDIKT
AEGJKNPS;GJENSKAP
DEEGJNOR;GJORDENE
AGKLLNOS;GLANSKOL
AGKLRSSU;GLASSKUR
DEEGILTT;GLITTEDE TEIGDELT
AGGILNOR;GLORINGA LOGRINGA
EEGLOSST;GLOSSETE
ADEGLPTØ;GLØDETAP
DEGLNOTÅ;GODLÅTEN GODLÅTNE
DGILOPST;GODSPILT
EGLORSVÅ;GOLVÅSER
EGIKMORR;GORRKIME
DGILORRS;GORRSILD
ADGLNNRU;GRANLUND LANGRUND
AEEGNNRR;GRANNERE RANGEREN RANGERNE
ADEGGORS;GRASGODE
AEGRRSST;GRASSERT GRESSART
AGKORRSV;GRAVKORS
AGRRSTUV;GRAVRUST
AEGNRRVØ;GRAVØREN
DEGIMNNR;GRIDMENN
EEGIRRSØ;GRISEØRE
AAGLORSV;GROSALVA
AGLORTTV;GROVTALT TORVLAGT
GLNNORSU;GRUNNSLO
AGKNNRSØ;GRØNNAKS GRØNNSAK
DEEGNPRØ;GRØPENDE
ABGKLNRÅ;GRÅBLANK
BEGKLRTÅ;GRÅBLEKT
EGIKRTVÅ;GRÅKVITE KVITGRÅE
AEEGNNOU;GUANOENE
ADGKPSTU;GUDSKAPT
BEEFGLRU;GULFEBER GULFEBRE
AGILLRSU;GULLRISA SILURLAG
EGLNNOTU;GULTONEN
AFGLSTUV;GULVFAST
EEGLNTUÅ;GULÅTENE
EGGINRTU;GUTERING
DEEGINTÅ;GÅTIDENE
AEFGHILO;HAGEFIOL
AEEGHNTT;HAGENETT
AEEGHNOP;HAGEPEON
AEHIKLLR;HALLIKER
AEHILLST;HALSITLE
AEEHLNPV;HALVPENE
AGHINNRS;HANNGRIS
ADEHNRRU;HARDUNER
AEGHINNT;HATINGEN HENTINGA HETNINGA
ADEHORTT;HATORDET
AAEHKNRV;HAVERKNA
AEHILRRV;HAVLIRER
AEHLNRVÅ;HAVNÅLER
AAEGHILN;HEALINGA LANGHEIA
EEFGHORT;HEGREFOT
EEHILNTT;HEILTENT LITENHET
AEEHIKMU;HEIMEKUA
EHKLMRTØ;HELMØRKT
BEEHKLOS;HELSEBOK
AEHLSTTU;HELSTAUT HUSTELTA TELTHUSA
EEHKLSTY;HELTYSKE
EEFHNRSØ;HENFØRES
BEEGHNRU;HENGEBRU
EEHIORRS;HEROISER
AEEHLRRU;HERRELUA
ABEEHORV;HEVEBROA
ADHIKLNV;HINDKALV
DEEHINPS;HIPSENDE
EFHIRSTØ;HITFØRES
AGHILMNO;HOLMINGA
DEEHIMOR;HOMERIDE
EHJKNORS;HORNSKJE
ABEHINOV;HOVBEINA
ADHKORTV;HOVDRAKT
DEHIOSTV;HOVEDSTI
ADEHORUV;HOVEDURA OVERHUDA
DEHMNORU;HUDORMEN
ADEHIPRU;HUDREIPA
AEEGHNUV;HUGAVENE
EGHNRSUY;HUGSYNER
EEHILNUV;HULVEIEN
EHKLNSUØ;HULØKSEN
DEFHINRU;HUNDEFRI
AEHLNNSU;HUNNESLA
DEEHNRUV;HURVENDE REVEHUND
EHIRSTTU;HUSITTER
EHIKNPSU;HUSPIKEN
ADEGHILV;HVILEDAG
EHILMORV;HVILEROM
AEHIRTTV;HVITERTA
HIKRSTUV;HVITSKUR
ADEGHLNØ;HØGLENDA
EGHRSTUØ;HØGSTUER
GHILRSTØ;HØRLIGST
EEHLNRVØ;HØVLEREN HØVLERNE
AEHLRSYØ;HØYSALER
EHLNRSUÅ;HÅRLUSEN
DEHINRSÅ;HÅRSIDEN
AHIKRSTÅ;HÅRSIKTA
DEIINOST;IDOISTEN
ADEILLSU;ILDLAUSE SIDEULLA
ADEILNNP;ILDPANNE
EEILSTTØ;ILESTØET
EEGIILNT;ILIGNETE TINGLEIE
DEILLRTU;ILLUDERT TELLURID
AGIIKLNS;ILSKINGA KISLINGA SIKLINGA SKLIINGA
EEFIINRS;INFISERE
ADINNRSØ;INNADØRS
AEIKNNTT;INNEKATT INNTAKET INNTEKTA NIKANTET TIKANTEN
EEINNRTT;INNETTER INNRETTE RETINENT TRETINEN
EGINNRTY;INNGYTER NYTINGER RYTINGEN YTRINGEN
AIKLNNPS;INNKAPSL
EILNNRTÅ;INNLÅTER
EIKNNSTY;INNSKYTE
EIMNNRSØ;INNSMØRE
AILNNSTY;INNSYLTA
EINNORRT;INTRONER
DEEIIKRS;IRSKEIDE
DFIKRSTØ;IRSKFØDT
BEILLORS;ISBOLLER RISBOLLE
ADEHINNS;ISHANDEN
EEGGILNS;ISLEGGEN
ADIMNOSY;ISODYNAM
EIIMORST;ISOMETRI
AEIPRSSU;ISPAUSER
AEIPPRST;ISTAPPER PAPISTER
EIILPRST;ISTERPIL
EEIRTTUV;ITUREVET
ADEEJLMN;JALMENDE MEDALJEN
AAEIJKRS;JASKERIA
AEEJNRTÅ;JENTEÅRA
DEFIJLNR;JERNFLID
EIJKNRRT;JERNRIKT
EEJKNRSY;JERNSYKE
AEJNRRTU;JERNURTA
ADGIJNOR;JORDINGA
ADGJLORS;JORDSLAG SALGJORD
DEGIJORT;JORDTEIG
AEFJLNTU;JULAFTEN
AEEGJLTU;JULEGATE
EJKLOSTU;JULEKOST
EEJLNOTU;JULETONE
AEEJLRUV;JULEVARE
AGIJLNSU;JUNISALG
ADFGKLSU;KALDGUFS
AEEKKLNV;KALVEKNE KVAKLENE
AEEEKLMN;KAMELENE
AEKLMRTÆ;KAMELTÆR
AEHKLMPT;KAMPHELT
AAGIKMNS;KAMSINGA MAKSINGA MASKINGA SMAKINGA
ADIKLNNO;KANONILD
AEEKLLPR;KAPELLER
AEKNNPSU;KAPSUNEN
AEFKRRSØ;KARSEFRØ SAKFØRER
AAEGKRRT;KARTAGER
AEEJKRRS;KASJERER SJAKRERE
AAEJKNST;KASTANJE
AEKPSTTU;KATTEPUS PUSEKATT
EEIKLNNV;KELVINEN VINKELEN VINKLENE
DEEIKKNS;KIKSENDE KINKSEDE KNIKSEDE SIKKENDE
AEIIKLMS;KILIASME
BEIKLOTY;KILOBYTE
GIIKLNRT;KILTRING KRITLING
DEEIKKLR;KIRKELED KRIKLEDE
AEIKKNRR;KIRKERAN
ADEEGJKS;KJEDESAG SAGKJEDE
EEJKLMST;KJEMSLET SKJELMET
EEJKLNRØ;KJØLEREN KJØLERNE KJØRLENE
EEEGKLNT;KLENGETE
EKKLRSTØ;KLESTØRK
IIKLORST;KLITORIS
DEEKLNNO;KLONENDE
EEKLMPTU;KLUMPETE KUMPLETE
EEKLMRRU;KLUMRERE
EEKLSSTU;KLUSSETE SEKSUELT SKULSETE SKUSLETE SLUSKETE
AGIKLNVY;KLYVINGA
EIKLMSVØ;KLØVMEIS
ABDEIKNN;KNEBINDA
EGIKNNPR;KNEPRING
AEIKKNPT;KNIPETAK
EEKLLNTU;KNULLETE
DEEKNTTU;KNUTTEDE KUTTENDE TUKTENDE
EEKNSTTY;KNYSTETE KYTNESTE NYSTEKTE SKYTTENE
DEIJKLNO;KODILJEN
EEHIKOSV;KOHESIVE
AEKKNOTV;KOKEVATN TAKKEOVN
DEEKKNOR;KOKRENDE KORKENDE KROKENDE KROKNEDE ROKKENDE
BEEKLNOY;KOLBYENE
AEGIKLLO;KOLLEGIA
DEIKLLOR;KOLLIDER
EIKLMNNO;KOLMINEN
BEEKMNOU;KOMBUENE
AGIKMNOP;KOMPINGA
EKMORRTU;KOMTURER
AIKNOTTV;KONATIVT
